1.000000000000000000e+00,1.261999999999999922e+01,3.643781953434957366e+00,4.059516144863553500e+00,1.179620034542314233e+00,4.173468473758250141e+00,6.054666182860677814e+00,8.132802994056383961e-01,1.534881811279320996e+00,1.000000000000000000e+00,2.837624865845513682e+02,7.988594793095107605e+01,3.552095129794538231e+00,-4.423858239877769272e+00,-4.093659529394583885e+00,-3.781628663323377992e+00,-4.104308192185254889e+00,-3.601820361358104794e+00,6.646946578612940471e+00,9.102238580158070747e+00,7.475271215498846544e+00,8.002267688331334838e+00,6.615577629434014284e+00,1.644224074211179665e-01,1.127903204688918985e-07,3.163405258823104860e-01,4.679599395691364853e-12,9.230769230769231726e+00,1.466422466422466542e+01,7.423687423687423959e+00,2.533577533577533458e+01,2.817237702282389122e-01,7.838774228233599817e-02,3.000000000000000000e+00,9.435831995158778795e-01,6.854222552122737397e+02,4.237233321101607544e+02,1.121694904585154688e+02,7.423504423136637342e+01,1.094749024325174958e+01,1.380771548718632502e+01,8.414598288034483176e+00,-1.891840156134251494e+00,-1.699998778250187526e+00,8.776617302340735449e+00,2.220773642986057084e+01,4.750725218484398482e-15,5.056016074858373023e-15,2.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e-01,2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.401709401709402059e+00,1.299011621592267041e+01,2.239182561763206891e+01
1.000000000000000000e+00,1.299000000000000021e+01,2.397268929107289281e+00,2.520729494936666093e+00,1.267015706806282616e+00,2.502685118970927824e+00,3.527402485948879729e+00,1.225265220732965898e-01,7.617523729998828541e-01,1.000000000000000000e+00,3.520432761907140389e+02,2.042190252028011912e+02,1.723851515994236472e+00,-4.116050984566490101e+00,-3.882982259687102200e+00,-3.869999532124401842e+00,-3.886710198425716634e+00,-3.686765056621441605e+00,1.270361207142182813e+01,7.841988140755304926e+00,1.058107630321037540e+01,7.257629121418036178e+00,8.484909742255331011e+00,1.193569158005851338e-01,1.532810266934824932e-07,1.736909857300091287e-01,9.411448326948056883e-12,3.650793650793651146e+00,1.037851037851037894e+01,4.249084249084249088e+00,2.135531135531135405e+01,5.852011101731512815e-02,5.261150589366072466e-02,1.000000000000000000e+00,1.000000000000000000e+00,5.064650025967441138e+02,1.418751047550214253e+02,2.822813005181497914e+01,3.478120716659380918e+01,5.042900508254888337e+00,7.719084907761064152e+00,5.844093281003241103e+00,-1.215079002330957669e+00,-1.694765576006030061e+00,1.719463467659297606e+01,1.721773234707678739e+02,5.993381931535221163e-15,6.411782728846663004e-15,1.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00,2.500000000000000000e-01,9.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.604268491365265170e+00,1.035272075594656194e+01,1.795698924731182444e+01
1.000000000000000000e+00,1.324000000000000021e+01,2.549526664644174545e+00,2.403481710515412484e+00,1.108280254777070040e+00,2.278553701318888791e+00,2.502978855771767819e+00,1.917407796823037969e-01,1.094972367314705347e-01,1.000000000000000000e+00,3.368546486893633869e+02,1.085924624596871695e+02,3.102007644539915621e+00,-4.080383134673444268e+00,-3.947158173589935704e+00,-4.000383203929541054e+00,-3.889165647220871769e+00,-3.732585464216397586e+00,3.094769921667044343e+00,3.468588714965101349e+00,5.183387061778299554e+00,3.133570262066341261e+00,5.220864174854407125e+00,4.546309412423786209e-03,1.140027156749716278e-07,1.870453428803040830e-01,7.078858383320888330e-12,3.650793650793651146e+00,1.268620268620268554e+01,4.957264957264957417e+00,2.551892551892551708e+01,1.180664201689795301e-01,4.278113604659958963e-02,1.000000000000000000e+00,1.000000000000000000e+00,4.736747682225243352e+02,1.814083677200728744e+02,5.841705756073172040e+01,5.251120202696553463e+01,6.341604089792020282e+00,1.045210573751284855e+01,8.308463872249920001e+00,-1.617918190081763630e+00,-1.674910660446775168e+00,1.479993580482188875e+01,5.898043452034523426e+01,5.136578893273386747e-15,5.387082774637262289e-15,1.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00,1.000000000000000000e+00,1.428571428571428492e-01,1.400000000000000000e+01,1.000000000000000000e+00,7.142857142857142461e-02,7.962393406925271755e+00,1.475256101534622566e+01,2.271495442227150008e+01
1.000000000000000000e+00,1.292999999999999972e+01,1.637561594496169226e+00,1.529950160408978022e+00,5.186602870813397104e+00,1.515564817150445664e+00,1.491508990105349541e+00,2.585962639733859203e-01,1.320074476765252525e-01,1.000000000000000000e+00,3.857715192244542095e+02,2.747900279550406140e+02,1.403877433600216662e+00,-4.203100575490640090e+00,-4.288210043398588134e+00,-4.185057433386122128e+00,-4.130483283320225851e+00,-3.832811437758607109e+00,5.659467160823988152e+00,5.759304678690632784e+00,8.926557859174183207e+00,6.738501004853736376e+00,4.094192069253758781e+00,3.153918708434593765e-01,1.839629415976129409e-07,1.213944049435582012e-01,1.120670937001467985e-11,3.650793650793651146e+00,9.047619047619047450e+00,2.747252747252747263e+00,2.230769230769231015e+01,3.234226125947148311e-02,5.316479895700920721e-02,1.000000000000000000e+00,1.000000000000000000e+00,3.773450502243962319e+02,7.444063398148020383e+01,1.585642245984826104e+01,2.950009257904701343e+01,3.172991405435703793e+00,6.269531489232087473e+00,5.407323796066208388e+00,-1.652869530995296765e+00,-1.513008612829764621e+00,3.076487465060890969e+01,3.014094153373758331e+02,9.750846970513479055e-15,1.004387876322328531e-14,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,3.333333333333333148e-01,6.442652329749103401e+00,1.434995112414466867e+01,2.079260345389377562e+01
1.000000000000000000e+00,1.247000000000000064e+01,3.202603739351944423e+00,3.512123395007851645e+00,1.335205992509363337e+00,2.548457726465876316e+00,6.464072336759686621e+00,6.250172660633208921e-02,1.584223957658017712e+00,1.000000000000000000e+00,3.509985366371270175e+02,2.372401269681230929e+02,1.479507455685560080e+00,-4.171412499109028005e+00,-3.941993575198134980e+00,-3.832721719551682060e+00,-3.945209668329419994e+00,-3.598064328615441454e+00,6.307983970291969555e+00,7.392326554982528997e+00,6.436741847654162463e+00,6.111567049996414092e+00,6.263522261819366221e+00,1.689016438774737505e-01,1.085394683639437269e-07,3.753142389804167145e-01,4.319228940197027796e-12,3.650793650793651146e+00,1.498168498168498175e+01,7.899877899877899345e+00,2.670329670329670435e+01,2.509464067806639331e-01,9.503190447937318042e-02,6.000000000000000000e+00,8.894084853944566049e-01,7.813077379255465758e+02,4.941065378148286413e+02,1.575941489732799141e+02,1.040988324587458465e+02,1.103778954197512441e+01,1.366812050725046923e+01,8.061310081356838353e+00,-1.806186569456766922e+00,-1.737902168756934929e+00,7.827014246908602146e+00,2.205548996025791553e+01,2.799398497865288713e-15,3.183254784094357046e-15,2.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,6.666666666666666297e-01,9.000000000000000000e+00,2.000000000000000000e+00,2.222222222222222099e-01,9.971524501678780794e+00,1.184580730162777584e+01,2.181733180330655841e+01
4.000000000000000000e+00,4.580000000000000071e+00,3.712570520815841491e+00,4.355344279274518726e+00,1.587570621468926468e+00,4.467553473897005745e+00,4.446743765020825023e+00,1.747715841717668306e-01,1.269138140222516808e+00,1.000000000000000000e+00,1.082255372373638806e+02,7.145914228763217579e+01,1.514509323408085084e+00,-4.892374512137193321e+00,-4.905838844018215461e+00,-4.499463118829758912e+00,-4.744663422095221073e+00,-3.741999850225050661e+00,2.535325547833628512e+00,5.498549743792636058e+00,6.673953778056016084e+00,3.881041496487952713e+00,4.948434335330575529e+00,2.928549447467358458e-01,3.317446277500658667e-07,6.033766215384075426e-01,2.907906823010262738e-12,4.876678876678876406e+01,3.003663003663003650e+01,1.778998778998779073e+01,4.054945054945054750e+01,6.033898358022106168e-01,5.547473948870951244e-02,1.100000000000000000e+01,8.928785948000363959e-01,2.937156829081000069e+02,6.104111470434650073e+02,6.849533739109054977e+02,8.819244580493229932e+02,3.325102161694783831e+01,3.532194234724997983e+01,1.191676015583594506e+01,-1.418510173307053979e+00,-1.618521686522675029e+00,4.305514351744224477e+00,8.847528227158409919e+00,1.309983768811042206e-15,1.417428250648963483e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,1.946616704681220256e+01,1.256109481915933301e+01,3.202726186597153912e+01
4.000000000000000000e+00,6.730000000000000426e+00,3.953530070015740971e+00,4.715560264949860247e+00,1.123028391167192330e+00,4.380068070457959983e+00,2.917491974604555338e+00,3.116691916895399372e-01,8.482452205680907076e-01,1.000000000000000000e+00,1.364361096172542318e+02,5.525347615587252648e+01,2.469276489181637668e+00,-4.675123505333904639e+00,-4.439754905319591494e+00,-4.200715164251768385e+00,-4.409770654458120553e+00,-3.344340148260459777e+00,3.361216706369268170e+00,4.230635737950723119e+00,4.699835436144822687e+00,3.477077082702400901e+00,4.436463294329588969e+00,2.517860237400321166e-01,4.072122957347112617e-07,5.183721530629241681e-01,7.488075052327125743e-12,2.332112332112331998e+01,2.832722832722832607e+01,1.847374847374847562e+01,3.815628815628815573e+01,5.622216773831459902e-01,4.861034152525448016e-02,6.000000000000000000e+00,8.319886732080927771e-01,2.025318043352482391e+02,6.485739300355519390e+02,7.302290055685509742e+02,5.417449793296277676e+02,2.918709724187154464e+01,3.084379070255026534e+01,9.972601440760611169e+00,-1.194024629859649522e+00,-1.644598995458707247e+00,4.862479371435770581e+00,6.844971514418379144e+00,1.099310405048682377e-14,1.152237905419621174e-14,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000222e-01,1.353018505410051375e+01,1.144874776687902695e+01,2.497893282097953360e+01
4.000000000000000000e+00,9.210000000000000853e+00,4.219614910064643176e+00,5.112494396232236227e+00,4.526813880126183132e-01,5.385681097929326810e+00,4.873867424194060938e+00,7.477429580842123169e-01,1.362174577116088692e+00,1.000000000000000000e+00,2.078626675308695440e+02,8.282808201678241744e+01,2.509567558123015907e+00,-4.754899138565166439e+00,-4.468882972390288977e+00,-4.059439077101297144e+00,-4.421142374718477264e+00,-3.087434240982302569e+00,3.541781541714165371e+00,5.947000101218608670e+00,9.626853784541660630e+00,5.031156632633483561e+00,5.217699180409659299e+00,3.079486131532909177e-01,4.416445631690722875e-07,4.164720734656255918e-01,1.337501321538069507e-11,4.371184371184371287e+01,3.178266178266177988e+01,1.882783882783882845e+01,4.058608058608058400e+01,3.503299813178629707e-01,5.893263013286222096e-02,4.000000000000000000e+00,8.720628007049892050e-01,1.679306791917114197e+02,2.999042417408380174e+02,5.312083857812845054e+02,7.066765910387171061e+02,3.611005163691302045e+01,3.746163887127995196e+01,9.971888371901696857e+00,1.383051219650095476e+00,-1.432073237311694003e+00,4.962586061869022735e+00,2.074092095883018061e+01,2.286395802527601576e-14,2.677828194828337772e-14,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.940077023637069686e+01,8.726990071723845332e+00,2.812776030809454753e+01
4.000000000000000000e+00,5.769999999999999574e+00,7.016330413909207309e+00,9.328238343322324155e+00,9.169435215946843964e-01,1.154912224018362110e+01,1.715615630291226523e+01,4.402945718323069690e-01,3.146683699066168849e+00,1.000000000000000000e+00,9.902225845470860577e+01,3.771717230782854813e+01,2.625389243036006182e+00,-4.621380804230412309e+00,-4.469087918660873626e+00,-4.251982406969303518e+00,-4.415345389347395511e+00,-3.523003223598380362e+00,3.761683672623326924e+00,3.398722523052631228e+00,4.486720924841896441e+00,3.375894061327140871e+00,1.182286322549876978e+01,3.946863501736362356e-01,6.651953157430531410e-07,4.156441808620496281e-01,6.623526636475633169e-12,4.319902319902320187e+01,3.179487179487179205e+01,1.675213675213674946e+01,4.096459096459096116e+01,3.066155647683473928e-01,6.472657670865768209e-02,4.000000000000000000e+00,8.954571322620195062e-01,2.377941880488578477e+02,2.369843297149527359e+02,4.825030735446483732e+02,7.450322362301858448e+02,3.668731951993438400e+01,3.825751313572910561e+01,1.084794440309898178e+01,-1.326960517449633503e+00,-1.375942416209031238e+00,4.125419341819493546e+00,1.261578201493634310e+01,5.395283873031226894e-15,6.619782844869855245e-15,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.742342782665363643e+01,1.083211143695014833e+01,3.825553926360377943e+01
1.000000000000000000e+00,7.214000000000000057e+01,1.971248827254343139e+00,2.107933554978927315e+00,1.273636505704016375e-01,2.456760087964046324e+00,2.634335400265614524e+00,1.476090137933085689e-01,1.996465874039936306e-02,3.000000000000000000e+00,1.521030097197157829e+03,7.772141410296715094e+02,1.957028336080017139e+00,-3.296614360060004856e+00,-3.389304452854325245e+00,-3.542035071823101955e+00,-3.219284410956941844e+00,-3.126896444886632320e+00,1.428414910416451988e+01,7.786780887890976111e+00,7.500717068094894913e+00,1.654426045595630868e+01,7.637189207175116401e+00,1.075006548805215317e-01,4.509869652309645425e-08,1.102019415708454103e-01,2.843722780467652692e-11,3.650793650793651146e+00,8.620268620268619841e+00,2.771672771672771596e+00,2.540903540903540758e+01,3.242122579752627909e-02,4.989200023738887130e-02,1.000000000000000000e+00,1.000000000000000000e+00,3.620048123730726957e+02,3.851903526098192998e+01,2.301588431008101665e+01,2.777271290856162977e+01,2.814631741321237168e+00,5.357092570514338625e+00,4.558101465501498417e+00,-3.990808221153527846e-01,3.405859475960976823e+00,2.995285982812352898e+01,3.536211952461216015e+02,1.312500959960177269e-14,1.353613185040453003e-14,3.000000000000000000e+00,1.400000000000000000e+01,5.200000000000000000e+01,2.142857142857142738e-01,5.769230769230769551e-02,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.795940558173250601e+00,2.321809065647412851e+01,3.001403121464738177e+01
