1.000000000000000000e+00,1.456000000000000050e+01,4.691849010879702853e+00,4.766734279918863892e-01,2.785130361222566409e-01,1.255786894332230045e-05,2.198633159060134346e-01,1.150520415571849864e-01
1.000000000000000000e+00,1.450999999999999979e+01,4.943411174256717722e+00,4.524524524524524693e-01,2.974236422558962922e-01,1.277660323786970842e-05,2.241714603391254390e-01,1.107208188537200377e-01
1.000000000000000000e+00,1.428999999999999915e+01,5.704250238369808379e+00,4.522357723577235533e-01,3.355641965339226096e-01,1.327018258100488551e-05,2.154076468849796255e-01,1.015428727862870695e-01
1.000000000000000000e+00,1.475999999999999979e+01,4.795061338327864853e+00,4.288480154888673623e-01,2.917062711828640742e-01,1.436594033823322074e-05,2.254355185002636652e-01,1.164887936520957873e-01
1.000000000000000000e+00,1.435999999999999943e+01,4.916929511346888937e+00,4.417670682730923670e-01,3.137280461815670773e-01,1.393373777070438889e-05,2.214141141162989657e-01,1.125270568141481520e-01
1.000000000000000000e+00,1.388000000000000078e+01,5.576969637327056084e+00,4.383419689119171236e-01,3.344912794549950719e-01,1.502620697100253115e-05,2.211700503919803440e-01,1.132271703526130102e-01
1.000000000000000000e+00,1.388000000000000078e+01,4.540558636055243902e+00,4.309278350515464151e-01,3.015073060722162634e-01,1.476033713420662032e-05,2.295744060664411945e-01,1.144066030405393175e-01
2.000000000000000000e+00,2.270000000000000018e+00,3.490295816115943861e+00,1.008849557522123908e+00,2.853083909525879203e-01,2.616818993586808705e-07,5.004550349644861784e-01,5.307922799913328271e-01
2.000000000000000000e+00,1.629999999999999893e+00,3.110561908308388634e+00,1.587301587301587213e+00,3.120250255906846237e-01,5.655757691223499031e-07,2.679912203963581430e-01,2.446202128093286632e-01
2.000000000000000000e+00,2.049999999999999822e+00,3.661014448767422103e+00,9.523809523809523281e-01,2.676231318457041874e-01,3.291836221029043884e-07,5.227980969458378979e-01,5.424258570464511875e-01
2.000000000000000000e+00,1.729999999999999982e+00,3.366649182078087055e+00,1.369863013698630061e+00,3.555487841230227097e-01,4.755747318308847659e-07,2.753278683297882834e-01,2.673935776970884914e-01
2.000000000000000000e+00,1.879999999999999893e+00,4.066583697174379175e+00,1.136363636363636465e+00,2.949553707673270297e-01,3.825911987197329924e-07,4.848940372820841338e-01,5.029383035603337548e-01
2.000000000000000000e+00,1.959999999999999964e+00,4.246980645822059586e+00,1.041666666666666741e+00,3.248666367245534592e-01,3.732455393243554923e-07,4.891096242351279377e-01,4.964887666029949020e-01
3.000000000000000000e+00,9.460000000000000853e+00,2.157104865295288221e+00,6.338514680483592345e-01,6.601341962181401790e-01,2.818567049035386927e-07,2.018374626426712171e-01,9.375947366080711332e-02
3.000000000000000000e+00,1.027999999999999936e+01,3.552657285233247197e+00,1.077586206896551657e-01,3.904143240491553812e-01,3.930756550693107850e-07,2.077024273960551837e-01,9.951015809137253587e-02
3.000000000000000000e+00,9.910000000000000142e+00,3.868158049857381542e+00,1.122334455667789027e-01,2.080910650657409600e-01,5.163376989435493777e-07,1.956496312476566912e-01,9.067818432756097335e-02
3.000000000000000000e+00,1.055000000000000071e+01,2.772035366713383464e+00,1.247334754797441297e-01,3.425165407896587078e-01,1.653021685497088788e-07,3.023018332491048676e-01,1.694741299412513003e-01
3.000000000000000000e+00,1.075000000000000000e+01,3.996714446089397299e+00,1.025641025641025605e-01,3.792938915482578777e-01,3.963940072461863092e-07,2.075592069448944366e-01,9.905736809473908444e-02
4.000000000000000000e+00,3.679999999999999716e+01,2.678204751205066625e+00,2.336573918873617040e-01,2.742896895198636276e-02,4.395371188984828716e-08,2.841918908239496333e-01,1.012088927011315087e-01
4.000000000000000000e+00,2.951000000000000156e+01,3.849959810595297682e+00,3.507541213609259578e-02,1.231935680391344282e-02,1.363904762599766977e-07,2.300943593820511390e-01,8.291353503620629839e-02
4.000000000000000000e+00,3.153999999999999915e+01,2.362570316379590363e+00,7.433155080213904142e+00,6.926336597154046648e-02,7.404105409867158774e-08,2.081268259075477467e-01,8.264703079547132403e-02
